time,open,high,low,close,tick_volume,spread,real_volume,ema_200,ema_117,ema_50,atr,atr_smma_fast,atr_smma_slow,heikin_close,heikin_open,heikin_high,heikin_low,tlb,price_density,kama,efficiency_ratio
2022-06-24 14:00:00,1.05378,1.05405,1.05256,1.05344,1976.0,0,0.0,,,,0.0,,0.0,1.05346,1.0544558294677735,1.0544558294677735,1.05256,-1.0,,,
2022-06-24 14:30:00,1.05344,1.05374,1.05141,1.05158,2688.0,0,0.0,,,,0.0,,0.0,1.05254,1.053957914733887,1.053957914733887,1.05141,-1.0,,,
2022-06-24 15:00:00,1.05161,1.05332,1.0516,1.05329,2838.0,0,0.0,,,,0.0,,0.0,1.05246,1.0532489573669437,1.05332,1.0516,-1.0,,,
2022-06-24 15:30:00,1.05329,1.05341,1.05223,1.05232,2877.0,0,0.0,,,,0.0,,0.0,1.05281,1.0528544786834717,1.05341,1.05223,-1.0,,,
2022-06-24 16:00:00,1.05231,1.0535,1.05157,1.05346,2703.0,0,0.0,,,,0.0,0.0,0.0,1.05271,1.0528322393417358,1.0535,1.05157,-1.0,,,
2022-06-24 16:30:00,1.05344,1.05457,1.05316,1.05342,3788.0,0,0.0,,,,0.0,0.0,0.0,1.05365,1.0527711196708678,1.05457,1.0527711196708678,1.0,,,
2022-06-24 17:00:00,1.05344,1.05711,1.05344,1.0571,6523.0,0,0.0,,,,0.0,0.0,0.0,1.05527,1.053210559835434,1.05711,1.053210559835434,1.0,,,
2022-06-24 17:30:00,1.05711,1.05712,1.05404,1.05431,5263.0,0,0.0,,,,0.0,0.0,0.0,1.05565,1.054240279917717,1.05712,1.05404,1.0,,,
2022-06-24 18:00:00,1.05432,1.05598,1.05427,1.05513,3400.0,0,0.0,,,,0.0,0.0,0.0,1.05492,1.0549451399588583,1.05598,1.05427,1.0,,,
2022-06-24 18:30:00,1.05512,1.0559,1.05365,1.05382,2737.0,0,0.0,,,,0.0,0.0,0.0,1.05462,1.0549325699794294,1.0559,1.05365,1.0,,,
2022-06-24 19:00:00,1.05376,1.05454,1.0537,1.05411,2304.0,0,0.0,,,,0.0,0.0,0.0,1.05403,1.0547762849897149,1.0547762849897149,1.0537,1.0,6.556917688266027,,
2022-06-24 19:30:00,1.05412,1.05487,1.05389,1.05467,1557.0,0,0.0,,,,0.0,0.0,0.0,1.05439,1.0544031424948574,1.05487,1.05389,1.0,6.539404553414891,,
2022-06-24 20:00:00,1.05467,1.05492,1.05424,1.05443,1104.0,0,0.0,,,,0.0,0.0,0.0,1.05456,1.0543965712474286,1.05492,1.05424,1.0,6.6462346760068325,,
2022-06-24 20:30:00,1.05443,1.05452,1.05345,1.05387,1305.0,0,0.0,,,,0.0,0.0,0.0,1.05407,1.0544782856237145,1.05452,1.05345,-1.0,6.7548161120839,,
2022-06-24 21:00:00,1.05389,1.05508,1.05389,1.0549,1180.0,0,0.0,,,,0.00172,0.00034,0.00012,1.05444,1.0542741428118572,1.05508,1.05389,1.0,6.660245183887718,,
2022-06-24 21:30:00,1.05489,1.05523,1.05465,1.05487,1273.0,0,0.0,,,,0.00164,0.00067,0.00022,1.05491,1.0543570714059287,1.05523,1.0543570714059287,1.0,6.598949211908684,,
2022-06-24 22:00:00,1.05485,1.0553,1.05451,1.05527,896.0,0,0.0,,,,0.00158,0.00099,0.0003,1.05498,1.0546335357029644,1.0553,1.05451,1.0,6.567425569176623,,
2022-06-24 22:30:00,1.05528,1.05593,1.05465,1.0559,1239.0,0,0.0,,,,0.00156,0.0013,0.00037,1.05544,1.054806767851482,1.05593,1.05465,1.0,6.565674255691537,,
2022-06-24 23:00:00,1.0559,1.0559,1.05496,1.05496,905.0,0,0.0,,,,0.00151,0.0016,0.00044,1.05543,1.055123383925741,1.0559,1.05496,1.0,6.516637478108379,,
2022-06-24 23:30:00,1.05495,1.0557,1.05494,1.0557,457.0,0,0.0,,,,0.00146,0.00155,0.00049,1.05532,1.0552766919628709,1.0557,1.05494,1.0,6.218914185639065,,
2022-06-27 00:00:00,1.0549,1.05525,1.05459,1.05474,70.0,20,0.0,,,,0.00143,0.00151,0.00054,1.05487,1.0552983459814351,1.0552983459814351,1.05459,-1.0,6.150612959719646,,
2022-06-27 00:30:00,1.05474,1.05573,1.05473,1.05525,530.0,3,0.0,,,,0.0014,0.00147,0.00058,1.05511,1.0550841729907177,1.05573,1.05473,-1.0,6.042031523642618,,
2022-06-27 01:00:00,1.05525,1.05578,1.0552,1.05544,742.0,0,0.0,,,,0.00134,0.00143,0.00061,1.05542,1.0550970864953588,1.05578,1.0550970864953588,1.0,6.007005253940346,,
2022-06-27 01:30:00,1.05543,1.05647,1.05541,1.05646,790.0,0,0.0,,,,0.00132,0.00139,0.00064,1.05594,1.0552585432476795,1.05647,1.0552585432476795,1.0,5.647446457990075,,
2022-06-27 02:00:00,1.05646,1.05748,1.05638,1.05707,1599.0,0,0.0,,,,0.00131,0.00136,0.00067,1.05685,1.0555992716238398,1.05748,1.0555992716238398,1.0,5.543657331136677,,0.1576204950065134
2022-06-27 02:30:00,1.05706,1.05737,1.05651,1.05667,1556.0,0,0.0,,,,0.00128,0.00133,0.0007,1.0569,1.0562246358119198,1.05737,1.0562246358119198,1.0,5.439932318104815,,0.235975892443209
2022-06-27 03:00:00,1.05667,1.05715,1.05632,1.05657,2195.0,0,0.0,,,,0.00124,0.0013,0.00072,1.05668,1.0565623179059598,1.05715,1.05632,1.0,5.443316412859453,,0.1643286573146269
2022-06-27 03:30:00,1.05658,1.057,1.05526,1.0556,2497.0,0,0.0,,,,0.00128,0.00129,0.00074,1.05611,1.05662115895298,1.057,1.05526,-1.0,5.3959390862943,,0.1643286573146398
2022-06-27 04:00:00,1.05559,1.05649,1.05559,1.05624,2661.0,0,0.0,,,,0.00125,0.00127,0.00076,1.05598,1.05636557947649,1.05649,1.05559,-1.0,7.120370370370494,,0.1428571428571461
2022-06-27 04:30:00,1.05623,1.05654,1.05574,1.05609,2348.0,0,0.0,,,,0.00122,0.00125,0.00078,1.05615,1.056172789738245,1.05654,1.05574,-1.0,7.383663366336504,,0.1364333163004598
2022-06-27 05:00:00,1.05609,1.05636,1.05588,1.05603,1825.0,0,0.0,,,,0.00117,0.00123,0.00079,1.05609,1.0561613948691224,1.05636,1.05588,-1.0,6.774193548387049,,0.0670846394984279
2022-06-27 05:30:00,1.05604,1.05664,1.0555,1.05561,2132.0,0,0.0,,,,0.00117,0.00122,0.0008,1.05595,1.0561256974345612,1.05664,1.0555,1.0,6.136476426798966,,0.0957290132547764
2022-06-27 06:00:00,1.05561,1.05573,1.05522,1.05552,1330.0,0,0.0,,,,0.00112,0.00119,0.00081,1.05552,1.0560378487172806,1.0560378487172806,1.05522,-1.0,5.8684863523572846,,0.0303501945525378
