time,open,high,low,close,tick_volume,spread,real_volume,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,adx,di_p,di_n,heikin_close,heikin_open,heikin_high,heikin_low
2022-06-23 17:48:00,0.69082,0.69098,0.69023,0.69098,203.0,4,0.0,,,,0.00041,0.00039,,0.0,22.413342716066783,16.00166740292489,0.69075,0.690402807906866,0.69098,0.69023
2022-06-23 17:49:00,0.69103,0.69114,0.69034,0.69054,167.0,4,0.0,,,,0.00043,0.00039,,0.0,22.095678176064343,13.895392864723757,0.69076,0.690576403953433,0.69114,0.69034
2022-06-23 17:50:00,0.69054,0.69058,0.69006,0.69032,159.0,4,0.0,,,,0.00044,0.00041,,0.0,20.23154542382341,17.265894617555038,0.69038,0.6906682019767165,0.6906682019767165,0.69006
2022-06-23 17:51:00,0.69033,0.69081,0.69021,0.69066,149.0,4,0.0,,,,0.00045,0.00042,,0.0,21.94916325090136,15.627591896089111,0.6905,0.6905241009883583,0.69081,0.69021
2022-06-23 17:52:00,0.69069,0.69131,0.69062,0.69127,175.0,4,0.0,,,,0.00047,0.00044,,0.0,27.261086488489187,13.984253919633264,0.69097,0.6905120504941791,0.69131,0.6905120504941791
2022-06-23 17:53:00,0.69128,0.69146,0.69103,0.69144,152.0,4,0.0,,,,0.00047,0.00045,,14.809358096759397,27.763576768499117,13.06240049461218,0.6913,0.6907410252470896,0.69146,0.6907410252470896
2022-06-23 17:54:00,0.69144,0.69175,0.69117,0.69166,200.0,4,0.0,,,,0.00047,0.00046,,16.8034100287668,29.70677809489142,11.920900636350822,0.6915,0.6910205126235448,0.69175,0.6910205126235448
2022-06-23 17:55:00,0.69166,0.69172,0.69147,0.69172,124.0,4,0.0,,,,0.00046,0.00046,,18.65502967991653,28.54870498390371,11.456182636922664,0.69164,0.6912602563117725,0.69172,0.6912602563117725
2022-06-23 17:56:00,0.69175,0.69175,0.6914,0.69158,128.0,4,0.0,,,,0.00045,0.00046,,20.083380716963404,26.963899915923545,11.930469826640945,0.69162,0.6914501281558862,0.69175,0.6914
2022-06-23 17:57:00,0.69158,0.69178,0.69154,0.69164,143.0,4,0.0,,,,0.00044,0.00046,,21.4666875435928,26.394320064132447,11.460654958233809,0.69164,0.6915350640779432,0.69178,0.6915350640779432
2022-06-23 17:58:00,0.69164,0.69168,0.69143,0.69145,157.0,4,0.0,,,,0.00042,0.00045,,22.26471692233375,25.27766358491909,12.837287142051771,0.69155,0.6915875320389716,0.69168,0.69143
2022-06-23 17:59:00,0.69148,0.69156,0.69139,0.69156,119.0,4,0.0,,,,0.0004,0.00043,,22.827943215419012,24.518056937298145,13.158590925263084,0.6915,0.6915687660194858,0.6915687660194858,0.69139
2022-06-23 18:00:00,0.69157,0.69157,0.69122,0.69134,192.0,4,0.0,,,,0.0004,0.00042,,22.61559182835245,22.98651542067479,15.370684290378984,0.69142,0.6915343830097429,0.69157,0.69122
2022-06-23 18:01:00,0.69133,0.69143,0.69122,0.69141,170.0,4,0.0,,,,0.00039,0.00041,,22.418408397504923,22.094716204731743,14.77435361790398,0.69135,0.6914771915048714,0.6914771915048714,0.69122
2022-06-23 18:02:00,0.6914,0.69154,0.69114,0.69114,147.0,4,0.0,,,,0.00039,0.0004,,22.55608025056333,22.49317357237028,13.68524335577595,0.6913,0.6914135957524357,0.69154,0.69114
2022-06-23 18:03:00,0.69114,0.69116,0.69085,0.69088,117.0,4,0.0,,,,0.00038,0.00039,,21.46486327477383,21.189495492908325,18.31401792673924,0.69101,0.6913567978762178,0.6913567978762178,0.69085
2022-06-23 18:04:00,0.69085,0.69118,0.6908,0.69117,136.0,4,0.0,,,,0.00038,0.00039,,20.261160690853156,19.683484321533324,17.947554311426916,0.691,0.6911833989381089,0.6911833989381089,0.6908
2022-06-23 18:05:00,0.69116,0.69116,0.69085,0.69095,108.0,4,0.0,,,,0.00038,0.00038,,19.14343686292681,18.491602512741604,16.860787195063807,0.69103,0.6910916994690544,0.69116,0.69085
2022-06-23 18:06:00,0.69095,0.69099,0.69063,0.69083,113.0,4,0.0,,,,0.00038,0.00038,,18.287505974918307,17.227748418778894,19.88518451281548,0.69085,0.6910608497345272,0.6910608497345272,0.69063
2022-06-23 18:07:00,0.69081,0.69092,0.69053,0.69066,117.0,4,0.0,,,,0.00038,0.00038,,17.838966890675405,15.955479167784944,20.31025339024593,0.69073,0.6909554248672636,0.6909554248672636,0.69053
2022-06-23 18:08:00,0.69065,0.69078,0.69058,0.69068,117.0,4,0.0,,,,0.00036,0.00038,,17.422466312449853,15.330235352858454,19.514360006017093,0.69067,0.6908427124336318,0.6908427124336318,0.69058
2022-06-23 18:09:00,0.69067,0.69142,0.69066,0.69141,132.0,4,0.0,,,,0.00039,0.00038,,17.554934842050564,24.84961018644489,16.81744184644135,0.69104,0.690756356216816,0.69142,0.69066
2022-06-23 18:10:00,0.69143,0.69149,0.69103,0.6913,127.0,4,0.0,,,,0.0004,0.00038,,17.861595526376025,24.0536172900116,15.427672322948489,0.69131,0.690898178108408,0.69149,0.690898178108408
2022-06-23 18:11:00,0.69128,0.69129,0.69107,0.69112,129.0,4,0.0,,,,0.00039,0.00038,,18.146351876106813,23.028884940047423,14.77042253289146,0.69119,0.691104089054204,0.69129,0.69107
2022-06-23 18:12:00,0.69112,0.69134,0.69112,0.69129,127.0,4,0.0,,,,0.00037,0.00038,,18.554275586434755,23.016205323550587,14.149481850519855,0.69122,0.691147044527102,0.69134,0.69112
2022-06-23 18:13:00,0.69129,0.69168,0.69127,0.69166,138.0,4,0.0,,,,0.00038,0.00039,,19.79474014326032,27.67773266412229,13.04853860943568,0.69148,0.691183522263551,0.69168,0.691183522263551
2022-06-23 18:14:00,0.69167,0.69198,0.69166,0.69169,161.0,4,0.0,,,,0.00037,0.00038,,21.54550335620189,31.73358254918513,12.24755332539416,0.69175,0.6913317611317755,0.69198,0.6913317611317755
2022-06-23 18:15:00,0.69168,0.69176,0.69153,0.69159,111.0,4,0.0,,,0.69072,0.00036,0.00037,,22.578030069615423,30.2941732373804,14.255794129015896,0.69164,0.6915408805658878,0.69176,0.69153
2022-06-23 18:16:00,0.69161,0.69182,0.69154,0.69177,124.0,4,0.0,,,0.69077,0.00036,0.00037,,23.66392775124513,29.79655001153817,13.455621234451227,0.69168,0.6915904402829439,0.69182,0.69154
2022-06-23 18:17:00,0.69177,0.69179,0.69149,0.69152,121.0,4,0.0,,,0.6908,0.00035,0.00036,,24.43263427500137,27.98415630503478,13.650935072140165,0.69164,0.6916352201414719,0.69179,0.69149
2022-06-23 18:18:00,0.69154,0.69154,0.6914,0.69151,100.0,4,0.0,,,0.69082,0.00034,0.00036,,24.71366193399289,27.15408908061524,15.152866028456174,0.6915,0.691637610070736,0.691637610070736,0.6914
2022-06-23 18:19:00,0.6915,0.6915,0.69127,0.69135,96.0,4,0.0,,,0.69084,0.00033,0.00035,,24.373877400095243,25.74431267178773,17.178370754288444,0.6914,0.691568805035368,0.691568805035368,0.69127
2022-06-23 18:20:00,0.69135,0.6916,0.69118,0.69131,139.0,4,0.0,,,0.69086,0.00034,0.00034,,24.35270004517265,25.571875709505317,15.647358183561428,0.69136,0.6914844025176841,0.6916,0.69118
2022-06-23 18:21:00,0.69131,0.69131,0.69095,0.69095,124.0,4,0.0,,,0.69087,0.00034,0.00034,,23.3307242761124,23.628028338013863,19.31444047832805,0.69113,0.691422201258842,0.691422201258842,0.69095
2022-06-23 18:22:00,0.69094,0.69098,0.69083,0.69091,107.0,4,0.0,,,0.69087,0.00032,0.00033,,21.91210915222883,22.84867562670296,21.3161079333521,0.69092,0.691276100629421,0.691276100629421,0.69083
2022-06-23 18:23:00,0.69091,0.69091,0.69056,0.69056,140.0,4,0.0,,,0.69086,0.00033,0.00033,,21.033756526043764,21.099846670115216,25.58906611985056,0.69074,0.6910980503147105,0.6910980503147105,0.69056
2022-06-23 18:24:00,0.69056,0.69061,0.69037,0.69037,149.0,4,0.0,,,0.69084,0.00032,0.00033,,20.782772767692176,19.97105156589159,28.45534918526008,0.69048,0.6909190251573553,0.6909190251573553,0.69037
2022-06-23 18:25:00,0.6904,0.69069,0.69038,0.69066,134.0,4,0.0,,,0.69083,0.00032,0.00033,,20.229524206540702,20.32980360792172,26.42541892039557,0.69053,0.6906995125786777,0.6906995125786777,0.69038
2022-06-23 18:26:00,0.69067,0.69071,0.69054,0.69069,130.0,4,0.0,,,0.69082,0.00031,0.00032,,19.63371890513411,19.99394201008738,25.389203840728342,0.69065,0.6906147562893388,0.69071,0.69054
2022-06-23 18:27:00,0.69068,0.69091,0.69062,0.69073,119.0,4,0.0,,,0.69082,0.00031,0.00032,,18.291902182659765,23.28469793372477,23.683118779328368,0.69074,0.6906323781446694,0.69091,0.69062
2022-06-23 18:28:00,0.69072,0.69092,0.69067,0.69077,136.0,4,0.0,,,0.69082,0.0003,0.00031,,17.007860017936075,22.152273286185338,22.29241265945757,0.69077,0.6906861890723347,0.69092,0.69067
2022-06-23 18:29:00,0.69076,0.69077,0.69061,0.6907,94.0,4,0.0,,,0.69081,0.00029,0.00031,,16.050655402349047,21.29058779264738,22.883961762964308,0.69071,0.6907280945361673,0.69077,0.69061
2022-06-23 18:30:00,0.69071,0.69091,0.69056,0.69071,181.0,4,0.0,,,0.69081,0.0003,0.0003,,15.21355099824749,22.861116081695634,20.96300834572601,0.69072,0.6907190472680838,0.69091,0.69056
2022-06-23 18:31:00,0.69071,0.69074,0.69041,0.69041,113.0,4,0.0,,,0.69079,0.0003,0.0003,,14.42280467259648,21.065597207406565,22.886580973679383,0.69057,0.6907195236340419,0.69074,0.69041
2022-06-23 18:32:00,0.69041,0.69051,0.69018,0.69029,130.0,4,0.0,,,0.69077,0.0003,0.0003,,14.498279149255962,19.42278217259915,26.53712121816672,0.69035,0.690644761817021,0.690644761817021,0.69018
2022-06-23 18:33:00,0.6903,0.6904,0.69025,0.69029,134.0,4,0.0,,,0.69076,0.00029,0.0003,,14.568362591868336,18.708585458750388,25.561322560662408,0.69031,0.6904973809085104,0.6904973809085104,0.69025
2022-06-23 18:34:00,0.69028,0.69034,0.69012,0.69026,102.0,4,0.0,,,0.69074,0.00029,0.0003,,15.067792269753925,17.681645188242754,27.40180818889632,0.69025,0.6904036904542552,0.6904036904542552,0.69012
2022-06-23 18:35:00,0.69026,0.69029,0.69,0.69003,103.0,4,0.0,,,0.69071,0.00029,0.00029,,15.905518854640755,16.403443846047388,28.412238034425148,0.69014,0.6903268452271276,0.6903268452271276,0.69
2022-06-23 18:36:00,0.69004,0.69008,0.68985,0.68997,85.0,4,0.0,,,0.69068,0.00028,0.00029,,17.1144941655789,15.449535712457893,30.552565114011145,0.68998,0.6902334226135638,0.6902334226135638,0.68985
2022-06-23 18:37:00,0.68997,0.69001,0.68978,0.68999,80.0,4,0.0,,,0.69065,0.00028,0.00029,,18.427992606905388,14.539012328443793,30.545623563966185,0.68994,0.6901067113067819,0.6901067113067819,0.68978
2022-06-23 18:38:00,0.68998,0.69011,0.68992,0.69001,133.0,4,0.0,,,0.69063,0.00027,0.00028,,19.089423152794893,16.436735340553778,29.02387961490375,0.69,0.690023355653391,0.69011,0.68992
2022-06-23 18:39:00,0.69002,0.69011,0.68981,0.68987,103.0,4,0.0,,,0.6906,0.00027,0.00028,,20.03394760970488,15.153087059016771,29.62075303665461,0.68995,0.6900116778266955,0.69011,0.68981
2022-06-23 18:40:00,0.68989,0.69011,0.68985,0.69004,112.0,4,0.0,,,0.69058,0.00027,0.00027,,20.911006033978435,14.123618171320873,27.60838132898897,0.68997,0.6899808389133477,0.69011,0.68985
2022-06-23 18:41:00,0.69006,0.69018,0.69003,0.69009,107.0,4,0.0,,,0.69056,0.00026,0.00027,,21.29943086179889,15.441625198870412,26.49023037837774,0.69009,0.6899754194566738,0.69018,0.6899754194566738
2022-06-23 18:42:00,0.69009,0.69025,0.69006,0.69006,115.0,4,0.0,,,0.69054,0.00026,0.00027,,21.242314212301977,16.56203273574117,25.10335243544309,0.69011,0.690032709728337,0.69025,0.690032709728337
2022-06-23 18:43:00,0.69005,0.69007,0.68981,0.68982,128.0,4,0.0,,,0.69051,0.00026,0.00026,,22.047546924067184,15.375737231211096,30.192515259696588,0.68994,0.6900713548641685,0.6900713548641685,0.68981
2022-06-23 18:44:00,0.68981,0.68994,0.68975,0.68992,91.0,4,0.0,,,0.69049,0.00025,0.00026,,22.97648571102288,14.555264262982137,30.26649740770096,0.68986,0.6900056774320842,0.6900056774320842,0.68975
2022-06-23 18:45:00,0.68992,0.69003,0.68986,0.68986,121.0,4,0.0,,,0.69046,0.00025,0.00026,,23.28676187135694,16.432440834781996,28.786382527615057,0.68992,0.6899328387160422,0.69003,0.68986
2022-06-23 18:46:00,0.68985,0.68989,0.68976,0.68976,90.0,4,0.0,,,0.69043,0.00024,0.00025,,23.907731320614328,15.796279621251015,30.6499339153783,0.68982,0.689926419358021,0.689926419358021,0.68976
2022-06-23 18:47:00,0.68977,0.68989,0.68976,0.68977,84.0,4,0.0,,,0.69041,0.00023,0.00025,,24.48434580921048,15.164063749672833,29.42322894757968,0.6898,0.6898732096790106,0.68989,0.68976
2022-06-23 18:48:00,0.68978,0.69005,0.6897,0.69005,73.0,4,0.0,,,0.69039,0.00024,0.00024,,24.01741971343729,18.34059618470631,26.363878308371536,0.6899,0.6898366048395053,0.69005,0.6897
2022-06-23 18:49:00,0.69005,0.69005,0.68991,0.68992,76.0,4,0.0,,,0.69038,0.00023,0.00024,,23.58384548164791,17.554333016775097,25.233656244217563,0.68998,0.6898683024197526,0.69005,0.6898683024197526
2022-06-23 18:50:00,0.68993,0.69,0.68988,0.68989,83.0,4,0.0,,,0.69036,0.00023,0.00023,,23.313689579086184,16.886109171092297,25.224761877571467,0.68992,0.6899241512098764,0.69,0.68988
2022-06-23 18:51:00,0.68988,0.69014,0.68988,0.69002,79.0,4,0.0,,,0.69034,0.00023,0.00023,,22.190078181416105,19.90113142280833,23.16704741797888,0.68998,0.6899220756049382,0.69014,0.68988
2022-06-23 18:52:00,0.69002,0.69002,0.68985,0.68994,72.0,4,0.0,,,0.69033,0.00022,0.00023,,21.298518592192465,18.82009552811189,22.86719985242681,0.68996,0.6899510378024691,0.69002,0.68985
2022-06-23 18:53:00,0.68994,0.68997,0.68976,0.6898,68.0,4,0.0,,,0.69031,0.00022,0.00023,,20.916641952447183,17.55174933036117,24.21438579871409,0.68987,0.6899555189012345,0.68997,0.68976
2022-06-23 18:54:00,0.6898,0.6898,0.68953,0.68955,52.0,4,0.0,,,0.69028,0.00023,0.00023,,21.52192718656268,16.05371839742685,29.41820575805635,0.68967,0.6899127594506173,0.6899127594506173,0.68953
2022-06-23 18:55:00,0.68957,0.68969,0.68946,0.68947,83.0,4,0.0,,,0.69025,0.00023,0.00023,,22.335124303605884,14.8880203166464,29.4920217833794,0.68955,0.6897913797253086,0.6897913797253086,0.68946
2022-06-23 18:56:00,0.68951,0.68969,0.6895,0.68966,81.0,4,0.0,,,0.69022,0.00023,0.00023,,23.090235912288858,13.851924134745833,27.439595032448494,0.68959,0.6896706898626543,0.68969,0.6895
2022-06-23 18:57:00,0.68967,0.68988,0.68965,0.68978,84.0,4,0.0,,,0.6902,0.00023,0.00023,,22.504952559839094,18.84775444259045,25.44584870793752,0.68974,0.6896303449313272,0.68988,0.6896303449313272
2022-06-23 18:58:00,0.68977,0.68982,0.68952,0.68955,85.0,4,0.0,,,0.69018,0.00023,0.00023,,22.513346952033547,17.1022405308437,27.102430841096943,0.68966,0.6896851724656636,0.68982,0.68952
2022-06-23 18:59:00,0.68955,0.68956,0.68908,0.68912,103.0,4,0.0,,,0.69014,0.00025,0.00023,,23.89533976897596,14.74869801095659,35.98750493448725,0.68933,0.6896725862328319,0.6896725862328319,0.68908
2022-06-23 19:00:00,0.68914,0.68924,0.689,0.68901,140.0,4,0.0,,,0.69009,0.00025,0.00024,,25.371405762196616,13.731202944071716,35.8043968046169,0.6891,0.689501293116416,0.689501293116416,0.689
2022-06-23 19:01:00,0.68902,0.68908,0.68883,0.68884,114.0,4,0.0,,,0.69004,0.00025,0.00024,,27.122339727138357,12.744861672839743,38.1170748935741,0.68894,0.689300646558208,0.689300646558208,0.68883
2022-06-23 19:02:00,0.68884,0.68889,0.68846,0.6886,97.0,4,0.0,,,0.68999,0.00026,0.00025,,29.40593357078448,11.248226939958895,43.74544980931803,0.6887,0.689120323279104,0.689120323279104,0.68846
2022-06-23 19:03:00,0.6886,0.68876,0.68852,0.68852,85.0,4,0.0,,,0.68993,0.00026,0.00025,,31.526413568455887,10.506624142331168,40.86128431948198,0.6886,0.688910161639552,0.688910161639552,0.68852
2022-06-23 19:04:00,0.68853,0.68857,0.68846,0.68856,107.0,4,0.0,,,0.68988,0.00025,0.00025,,33.593028386108905,10.175486465674524,41.29256883810818,0.68853,0.688755080819776,0.688755080819776,0.68846
2022-06-23 19:05:00,0.68858,0.68872,0.68843,0.68866,136.0,4,0.0,,,0.68983,0.00025,0.00025,,34.56637982318349,13.587983587070337,37.90110443853338,0.6886,0.6886425404098879,0.68872,0.68843
2022-06-23 19:06:00,0.68864,0.68884,0.68855,0.68882,103.0,4,0.0,,,0.68979,0.00025,0.00025,,34.77232184383554,15.846382530376246,34.821157411887214,0.68871,0.6886212702049439,0.68884,0.68855
2022-06-23 19:07:00,0.68883,0.68889,0.68877,0.68882,102.0,4,0.0,,,0.68975,0.00025,0.00025,,34.67963807170763,16.748725159266893,33.60426086054736,0.68883,0.688665635102472,0.68889,0.688665635102472
2022-06-23 19:08:00,0.68883,0.68888,0.68869,0.6888,87.0,4,0.0,,,0.68971,0.00024,0.00025,,34.81911205739602,15.806810117307846,34.08234034775832,0.6888,0.688747817551236,0.68888,0.68869
2022-06-23 19:09:00,0.68878,0.68881,0.68862,0.68877,112.0,4,0.0,,,0.68968,0.00024,0.00025,,35.14239559571418,14.904154667432724,34.239938042851435,0.68874,0.688773908775618,0.68881,0.68862
2022-06-23 19:10:00,0.68876,0.68885,0.68849,0.68866,99.0,4,0.0,,,0.68964,0.00025,0.00025,,35.7842840000434,13.348722550990283,34.43521800006701,0.68869,0.6887569543878089,0.68885,0.68849
2022-06-23 19:11:00,0.68866,0.68872,0.6886,0.68867,70.0,4,0.0,,,0.6896,0.00024,0.00024,,36.380323232634815,12.866692553863174,33.19174260605544,0.68866,0.6887234771939045,0.6887234771939045,0.6886
2022-06-23 19:12:00,0.68867,0.68885,0.68866,0.68875,72.0,4,0.0,,,0.68957,0.00023,0.00024,,36.0710410226913,16.088945428214295,31.26656179455039,0.68873,0.6886917385969522,0.68885,0.68866
2022-06-23 19:13:00,0.68875,0.68884,0.68867,0.68871,77.0,4,0.0,,,0.68953,0.00023,0.00024,,35.78385039917232,15.237354463922124,29.611616687829542,0.68874,0.688710869298476,0.68884,0.68867
2022-06-23 19:14:00,0.68871,0.68881,0.68856,0.6886,90.0,4,0.0,,,0.6895,0.00023,0.00024,,35.88599399337893,14.058855502644258,30.724453881977503,0.68867,0.688725434649238,0.68881,0.68856
2022-06-23 19:15:00,0.68863,0.6888,0.68851,0.68877,106.0,4,0.0,,,0.68947,0.00024,0.00023,,36.14168094605373,12.820182912033909,29.53651117171216,0.68868,0.6886977173246189,0.6888,0.68851
2022-06-23 19:16:00,0.68877,0.68888,0.68866,0.68876,77.0,4,0.0,,,0.68944,0.00023,0.00023,,35.799330000310626,14.401063755719298,27.5532122985637,0.68877,0.6886888586623094,0.68888,0.68866
2022-06-23 19:17:00,0.68877,0.68885,0.68865,0.68885,70.0,4,0.0,,,0.68942,0.00023,0.00023,,35.519552070572985,13.512753219575227,26.162047281276543,0.68878,0.6887294293311548,0.68885,0.68865
2022-06-23 19:18:00,0.68886,0.68902,0.68869,0.68899,107.0,4,0.0,,,0.6894,0.00024,0.00023,,34.08612854581524,17.26663531914425,23.577756673789597,0.68889,0.6887547146655774,0.68902,0.68869
2022-06-23 19:19:00,0.68899,0.68901,0.68868,0.6887,70.0,4,0.0,,,0.68937,0.00025,0.00024,,32.802382600413814,15.606443564692626,21.60211333139277,0.68884,0.6888223573327887,0.68901,0.68868
2022-06-23 19:20:00,0.6887,0.68897,0.68861,0.68895,72.0,4,0.0,,,0.68936,0.00025,0.00024,,31.944320978327603,14.022468785788092,21.383120895094184,0.68881,0.6888311786663943,0.68897,0.68861
2022-06-23 19:21:00,0.68895,0.68905,0.68892,0.68897,65.0,4,0.0,,,0.68934,0.00024,0.00024,,30.59365199804625,15.82672244639792,20.571171656213043,0.68897,0.6888205893331971,0.68905,0.6888205893331971
2022-06-23 19:22:00,0.68898,0.68898,0.68876,0.68876,65.0,4,0.0,,0.69017,0.68932,0.00024,0.00024,,30.094051789105468,14.802361956397874,23.94689581075989,0.68887,0.6888952946665985,0.68898,0.68876
2022-06-23 19:23:00,0.68876,0.68884,0.68856,0.68858,78.0,4,0.0,,0.69014,0.68929,0.00025,0.00025,,30.397116237027337,13.596215854076313,27.81586200323889,0.68868,0.6888826473332992,0.6888826473332992,0.68856
2022-06-23 19:24:00,0.68858,0.6888,0.68857,0.68875,100.0,4,0.0,,0.69012,0.68927,0.00024,0.00024,,30.67853322438336,12.68207385174481,25.94566164299718,0.68867,0.6887813236666496,0.6888,0.68857
2022-06-23 19:25:00,0.68875,0.68878,0.68854,0.68869,105.0,4,0.0,,0.69009,0.68924,0.00024,0.00024,,31.051786805161964,11.791189517742405,25.00113715448852,0.68869,0.6887256618333248,0.68878,0.68854
2022-06-23 19:26:00,0.68869,0.68875,0.6885,0.68857,55.0,4,0.0,,0.69007,0.68922,0.00024,0.00024,,31.550076017600222,10.929878819837652,24.34363133518268,0.68863,0.6887078309166624,0.68875,0.6885
2022-06-23 19:27:00,0.68858,0.68874,0.68854,0.68872,87.0,4,0.0,,0.69004,0.6892,0.00024,0.00024,,32.01277314343576,10.282756409777738,22.90232446994633,0.68864,0.6886689154583312,0.68874,0.68854
2022-06-23 19:28:00,0.68872,0.68887,0.68854,0.68856,103.0,4,0.0,,0.69002,0.68917,0.00025,0.00024,,31.34782160287461,13.05388331944456,20.72222592612805,0.68867,0.6886544577291656,0.68887,0.68854
2022-06-23 19:29:00,0.68857,0.68866,0.6884,0.6884,58.0,4,0.0,,0.68999,0.68914,0.00025,0.00024,,31.36018541953356,12.078337205649902,23.197651695244986,0.68851,0.6886622288645827,0.6886622288645827,0.6884
2022-06-23 19:30:00,0.68839,0.68875,0.68839,0.68861,82.0,4,0.0,,0.68997,0.68912,0.00026,0.00025,,30.68406172718073,13.373893288472308,20.871800971593167,0.68854,0.6885861144322913,0.68875,0.68839
2022-06-23 19:31:00,0.68863,0.68877,0.68855,0.68858,104.0,4,0.0,,0.68994,0.6891,0.00025,0.00025,,29.90634746293252,13.10877589967816,19.579833241200888,0.68863,0.6885630572161456,0.68877,0.68855
2022-06-23 19:32:00,0.68857,0.68861,0.68839,0.68846,117.0,4,0.0,,0.68992,0.68908,0.00025,0.00025,,29.924104461694668,12.28953455806534,22.901316494943387,0.68851,0.6885965286080729,0.68861,0.68839
2022-06-23 19:33:00,0.68847,0.68862,0.68846,0.68854,104.0,4,0.0,,0.6899,0.68906,0.00024,0.00025,,29.86047042113966,12.007708355344809,21.832659464672822,0.68852,0.6885532643040364,0.68862,0.68846
2022-06-23 19:34:00,0.68855,0.68867,0.68846,0.68849,97.0,4,0.0,,0.68987,0.68903,0.00024,0.00025,,29.39263833521341,12.737957346022958,20.481742091002005,0.68854,0.6885366321520182,0.68867,0.68846
