time,open,high,low,close,tick_volume,spread,real_volume
2022-06-23 18:32:00,0.69041,0.69051,0.69018,0.69029,130.0,4,0.0
2022-06-23 18:33:00,0.6903,0.6904,0.69025,0.69029,134.0,4,0.0
2022-06-23 18:34:00,0.69028,0.69034,0.69012,0.69026,102.0,4,0.0
2022-06-23 18:35:00,0.69026,0.69029,0.69,0.69003,103.0,4,0.0
2022-06-23 18:36:00,0.69004,0.69008,0.68985,0.68997,85.0,4,0.0
2022-06-23 18:37:00,0.68997,0.69001,0.68978,0.68999,80.0,4,0.0
2022-06-23 18:38:00,0.68998,0.69011,0.68992,0.69001,133.0,4,0.0
2022-06-23 18:39:00,0.69002,0.69011,0.68981,0.68987,103.0,4,0.0
2022-06-23 18:40:00,0.68989,0.69011,0.68985,0.69004,112.0,4,0.0
2022-06-23 18:41:00,0.69006,0.69018,0.69003,0.69009,107.0,4,0.0
2022-06-23 18:42:00,0.69009,0.69025,0.69006,0.69006,115.0,4,0.0
2022-06-23 18:43:00,0.69005,0.69007,0.68981,0.68982,128.0,4,0.0
2022-06-23 18:44:00,0.68981,0.68994,0.68975,0.68992,91.0,4,0.0
2022-06-23 18:45:00,0.68992,0.69003,0.68986,0.68986,121.0,4,0.0
2022-06-23 18:46:00,0.68985,0.68989,0.68976,0.68976,90.0,4,0.0
2022-06-23 18:47:00,0.68977,0.68989,0.68976,0.68977,84.0,4,0.0
2022-06-23 18:48:00,0.68978,0.69005,0.6897,0.69005,73.0,4,0.0
2022-06-23 18:49:00,0.69005,0.69005,0.68991,0.68992,76.0,4,0.0
2022-06-23 18:50:00,0.68993,0.69,0.68988,0.68989,83.0,4,0.0
2022-06-23 18:51:00,0.68988,0.69014,0.68988,0.69002,79.0,4,0.0
2022-06-23 18:52:00,0.69002,0.69002,0.68985,0.68994,72.0,4,0.0
2022-06-23 18:53:00,0.68994,0.68997,0.68976,0.6898,68.0,4,0.0
2022-06-23 18:54:00,0.6898,0.6898,0.68953,0.68955,52.0,4,0.0
2022-06-23 18:55:00,0.68957,0.68969,0.68946,0.68947,83.0,4,0.0
2022-06-23 18:56:00,0.68951,0.68969,0.6895,0.68966,81.0,4,0.0
2022-06-23 18:57:00,0.68967,0.68988,0.68965,0.68978,84.0,4,0.0
2022-06-23 18:58:00,0.68977,0.68982,0.68952,0.68955,85.0,4,0.0
2022-06-23 18:59:00,0.68955,0.68956,0.68908,0.68912,103.0,4,0.0
2022-06-23 19:00:00,0.68914,0.68924,0.689,0.68901,140.0,4,0.0
2022-06-23 19:01:00,0.68902,0.68908,0.68883,0.68884,114.0,4,0.0
2022-06-23 19:02:00,0.68884,0.68889,0.68846,0.6886,97.0,4,0.0
2022-06-23 19:03:00,0.6886,0.68876,0.68852,0.68852,85.0,4,0.0
2022-06-23 19:04:00,0.68853,0.68857,0.68846,0.68856,107.0,4,0.0
2022-06-23 19:05:00,0.68858,0.68872,0.68843,0.68866,136.0,4,0.0
2022-06-23 19:06:00,0.68864,0.68884,0.68855,0.68882,103.0,4,0.0
2022-06-23 19:07:00,0.68883,0.68889,0.68877,0.68882,102.0,4,0.0
2022-06-23 19:08:00,0.68883,0.68888,0.68869,0.6888,87.0,4,0.0
2022-06-23 19:09:00,0.68878,0.68881,0.68862,0.68877,112.0,4,0.0
2022-06-23 19:10:00,0.68876,0.68885,0.68849,0.68866,99.0,4,0.0
2022-06-23 19:11:00,0.68866,0.68872,0.6886,0.68867,70.0,4,0.0
2022-06-23 19:12:00,0.68867,0.68885,0.68866,0.68875,72.0,4,0.0
2022-06-23 19:13:00,0.68875,0.68884,0.68867,0.68871,77.0,4,0.0
2022-06-23 19:14:00,0.68871,0.68881,0.68856,0.6886,90.0,4,0.0
2022-06-23 19:15:00,0.68863,0.6888,0.68851,0.68877,106.0,4,0.0
2022-06-23 19:16:00,0.68877,0.68888,0.68866,0.68876,77.0,4,0.0
2022-06-23 19:17:00,0.68877,0.68885,0.68865,0.68885,70.0,4,0.0
2022-06-23 19:18:00,0.68886,0.68902,0.68869,0.68899,107.0,4,0.0
2022-06-23 19:19:00,0.68899,0.68901,0.68868,0.6887,70.0,4,0.0
2022-06-23 19:20:00,0.6887,0.68897,0.68861,0.68895,72.0,4,0.0
2022-06-23 19:21:00,0.68895,0.68905,0.68892,0.68897,65.0,4,0.0
2022-06-23 19:22:00,0.68898,0.68898,0.68876,0.68876,65.0,4,0.0
2022-06-23 19:23:00,0.68876,0.68884,0.68856,0.68858,78.0,4,0.0
2022-06-23 19:24:00,0.68858,0.6888,0.68857,0.68875,100.0,4,0.0
2022-06-23 19:25:00,0.68875,0.68878,0.68854,0.68869,105.0,4,0.0
2022-06-23 19:26:00,0.68869,0.68875,0.6885,0.68857,55.0,4,0.0
2022-06-23 19:27:00,0.68858,0.68874,0.68854,0.68872,87.0,4,0.0
2022-06-23 19:28:00,0.68872,0.68887,0.68854,0.68856,103.0,4,0.0
2022-06-23 19:29:00,0.68857,0.68866,0.6884,0.6884,58.0,4,0.0
2022-06-23 19:30:00,0.68839,0.68875,0.68839,0.68861,82.0,4,0.0
2022-06-23 19:31:00,0.68863,0.68877,0.68855,0.68858,104.0,4,0.0
2022-06-23 19:32:00,0.68857,0.68861,0.68839,0.68846,117.0,4,0.0
2022-06-23 19:33:00,0.68847,0.68862,0.68846,0.68854,104.0,4,0.0
2022-06-23 19:34:00,0.68855,0.68867,0.68846,0.68849,97.0,4,0.0
2022-06-23 19:35:00,0.68851,0.68867,0.68831,0.68831,123.0,4,0.0
2022-06-23 19:36:00,0.68829,0.68837,0.68824,0.68832,99.0,4,0.0
2022-06-23 19:37:00,0.68832,0.68852,0.68832,0.68843,75.0,4,0.0
2022-06-23 19:38:00,0.68843,0.68843,0.6882,0.6882,71.0,4,0.0
2022-06-23 19:39:00,0.6882,0.68834,0.6882,0.68833,76.0,4,0.0
2022-06-23 19:40:00,0.68833,0.68839,0.68818,0.68839,80.0,4,0.0
2022-06-23 19:41:00,0.6884,0.68871,0.6884,0.68865,115.0,4,0.0
2022-06-23 19:42:00,0.68865,0.68868,0.68853,0.68855,119.0,4,0.0
2022-06-23 19:43:00,0.68854,0.68855,0.68836,0.6884,85.0,4,0.0
2022-06-23 19:44:00,0.68838,0.68862,0.68835,0.6885,77.0,4,0.0
2022-06-23 19:45:00,0.68851,0.68861,0.68848,0.68848,90.0,4,0.0
2022-06-23 19:46:00,0.68849,0.6885,0.68815,0.68821,109.0,4,0.0
2022-06-23 19:47:00,0.68822,0.68822,0.68811,0.68817,64.0,4,0.0
2022-06-23 19:48:00,0.68818,0.68852,0.68815,0.6885,79.0,4,0.0
2022-06-23 19:49:00,0.68851,0.68854,0.68821,0.68822,95.0,4,0.0
2022-06-23 19:50:00,0.68822,0.68823,0.68815,0.68818,63.0,4,0.0
2022-06-23 19:51:00,0.68818,0.68819,0.68799,0.68812,81.0,4,0.0
2022-06-23 19:52:00,0.68811,0.68823,0.68805,0.68816,82.0,4,0.0
2022-06-23 19:53:00,0.68814,0.68822,0.68794,0.68813,98.0,4,0.0
2022-06-23 19:54:00,0.68813,0.68821,0.68798,0.68803,91.0,4,0.0
2022-06-23 19:55:00,0.68803,0.68812,0.68801,0.68809,94.0,4,0.0
2022-06-23 19:56:00,0.68808,0.68841,0.68808,0.68834,84.0,4,0.0
2022-06-23 19:57:00,0.68834,0.68835,0.68802,0.68804,96.0,4,0.0
2022-06-23 19:58:00,0.68803,0.68809,0.68788,0.68797,104.0,4,0.0
2022-06-23 19:59:00,0.68795,0.68809,0.68793,0.68809,53.0,4,0.0
2022-06-23 20:00:00,0.68809,0.68809,0.68794,0.68796,73.0,4,0.0
2022-06-23 20:01:00,0.68796,0.68796,0.6875,0.68763,86.0,4,0.0
2022-06-23 20:02:00,0.68763,0.68783,0.68756,0.68783,95.0,4,0.0
2022-06-23 20:03:00,0.68783,0.68783,0.68752,0.68757,87.0,4,0.0
2022-06-23 20:04:00,0.68757,0.68787,0.68751,0.6878,90.0,4,0.0
2022-06-23 20:05:00,0.6878,0.68804,0.68775,0.68798,125.0,4,0.0
2022-06-23 20:06:00,0.68798,0.68813,0.68794,0.68808,95.0,4,0.0
2022-06-23 20:07:00,0.68809,0.68823,0.68797,0.68807,115.0,4,0.0
2022-06-23 20:08:00,0.68806,0.68815,0.68799,0.68812,47.0,4,0.0
2022-06-23 20:09:00,0.68815,0.68816,0.688,0.68805,53.0,4,0.0
2022-06-23 20:10:00,0.68806,0.68816,0.68795,0.68807,83.0,4,0.0
2022-06-23 20:11:00,0.68804,0.6882,0.68796,0.68815,73.0,4,0.0
2022-06-23 20:12:00,0.68814,0.68822,0.68806,0.68821,101.0,4,0.0
2022-06-23 20:13:00,0.68821,0.68848,0.68821,0.68836,97.0,4,0.0
2022-06-23 20:14:00,0.68837,0.68837,0.68825,0.68831,85.0,4,0.0
2022-06-23 20:15:00,0.68834,0.68851,0.6883,0.68837,79.0,4,0.0
2022-06-23 20:16:00,0.68837,0.68861,0.68836,0.68853,104.0,4,0.0
2022-06-23 20:17:00,0.68852,0.68852,0.68825,0.68837,77.0,4,0.0
2022-06-23 20:18:00,0.68837,0.68849,0.68827,0.68827,72.0,4,0.0
2022-06-23 20:19:00,0.68827,0.68829,0.68818,0.68822,41.0,4,0.0
2022-06-23 20:20:00,0.68824,0.68833,0.6882,0.68825,70.0,4,0.0
2022-06-23 20:21:00,0.68824,0.68825,0.68801,0.68805,83.0,4,0.0
2022-06-23 20:22:00,0.68804,0.68812,0.68789,0.68811,65.0,4,0.0
2022-06-23 20:23:00,0.68811,0.68841,0.68808,0.68831,97.0,4,0.0
2022-06-23 20:24:00,0.6883,0.6883,0.68809,0.68823,84.0,4,0.0
2022-06-23 20:25:00,0.68825,0.68834,0.68812,0.6883,87.0,4,0.0
2022-06-23 20:26:00,0.68831,0.68849,0.68823,0.68831,86.0,4,0.0
2022-06-23 20:27:00,0.6883,0.68846,0.68823,0.68834,128.0,4,0.0
2022-06-23 20:28:00,0.68835,0.68836,0.68806,0.68817,90.0,4,0.0
2022-06-23 20:29:00,0.68817,0.68829,0.68811,0.68824,61.0,4,0.0
2022-06-23 20:30:00,0.68824,0.68846,0.68823,0.68841,70.0,4,0.0
2022-06-23 20:31:00,0.68841,0.68844,0.68833,0.68838,52.0,4,0.0
2022-06-23 20:32:00,0.68838,0.68845,0.6883,0.68835,44.0,4,0.0
2022-06-23 20:33:00,0.68834,0.68836,0.68816,0.68819,48.0,4,0.0
2022-06-23 20:34:00,0.68819,0.68842,0.68815,0.68842,82.0,4,0.0
2022-06-23 20:35:00,0.68842,0.6885,0.68832,0.68841,81.0,4,0.0
2022-06-23 20:36:00,0.68841,0.68843,0.68835,0.68837,46.0,4,0.0
2022-06-23 20:37:00,0.68837,0.68842,0.68823,0.68836,61.0,4,0.0
2022-06-23 20:38:00,0.68836,0.68836,0.68811,0.68818,75.0,4,0.0
2022-06-23 20:39:00,0.68817,0.68823,0.68801,0.68823,118.0,4,0.0
2022-06-23 20:40:00,0.68823,0.68828,0.68804,0.68805,65.0,4,0.0
2022-06-23 20:41:00,0.68804,0.68804,0.6879,0.68796,71.0,4,0.0
2022-06-23 20:42:00,0.68797,0.68797,0.68785,0.68788,68.0,4,0.0
2022-06-23 20:43:00,0.68789,0.68811,0.68784,0.6881,71.0,4,0.0
2022-06-23 20:44:00,0.68811,0.68817,0.68795,0.68795,97.0,4,0.0
2022-06-23 20:45:00,0.68796,0.68805,0.68791,0.68794,125.0,4,0.0
2022-06-23 20:46:00,0.68791,0.68822,0.68791,0.68819,124.0,4,0.0
2022-06-23 20:47:00,0.68818,0.68834,0.68818,0.6883,67.0,4,0.0
2022-06-23 20:48:00,0.68829,0.68832,0.68822,0.68824,77.0,4,0.0
2022-06-23 20:49:00,0.68824,0.6883,0.68809,0.6883,66.0,4,0.0
2022-06-23 20:50:00,0.6883,0.68842,0.68821,0.68829,120.0,4,0.0
2022-06-23 20:51:00,0.68829,0.6883,0.68813,0.68822,116.0,4,0.0
2022-06-23 20:52:00,0.68824,0.68827,0.68809,0.68818,81.0,4,0.0
2022-06-23 20:53:00,0.68817,0.68817,0.68796,0.68798,67.0,4,0.0
2022-06-23 20:54:00,0.68798,0.68811,0.68798,0.688,73.0,4,0.0
2022-06-23 20:55:00,0.68801,0.68806,0.68798,0.68798,26.0,4,0.0
2022-06-23 20:56:00,0.68799,0.68809,0.68785,0.68797,67.0,4,0.0
2022-06-23 20:57:00,0.68798,0.68801,0.68785,0.6879,58.0,4,0.0
2022-06-23 20:58:00,0.6879,0.688,0.68786,0.68786,46.0,4,0.0
2022-06-23 20:59:00,0.68787,0.68803,0.68786,0.68801,71.0,4,0.0
2022-06-23 21:00:00,0.68802,0.68805,0.68771,0.68779,93.0,4,0.0
2022-06-23 21:01:00,0.6878,0.68803,0.68769,0.68803,72.0,4,0.0
2022-06-23 21:02:00,0.68803,0.68803,0.68789,0.68798,50.0,4,0.0
2022-06-23 21:03:00,0.68798,0.68798,0.68778,0.68788,72.0,4,0.0
2022-06-23 21:04:00,0.68787,0.68793,0.68779,0.68779,93.0,4,0.0
2022-06-23 21:05:00,0.6878,0.68785,0.6877,0.68782,83.0,4,0.0
2022-06-23 21:06:00,0.68779,0.68783,0.68763,0.68778,63.0,4,0.0
2022-06-23 21:07:00,0.68778,0.68778,0.68761,0.68767,53.0,4,0.0
2022-06-23 21:08:00,0.68768,0.6878,0.68767,0.68779,70.0,4,0.0
2022-06-23 21:09:00,0.6878,0.68789,0.68779,0.68789,38.0,4,0.0
2022-06-23 21:10:00,0.68788,0.68801,0.6878,0.6878,65.0,4,0.0
2022-06-23 21:11:00,0.6878,0.68783,0.68756,0.68766,64.0,4,0.0
2022-06-23 21:12:00,0.68767,0.68792,0.68767,0.6879,79.0,4,0.0
2022-06-23 21:13:00,0.68793,0.6881,0.6879,0.68796,74.0,4,0.0
2022-06-23 21:14:00,0.68799,0.68806,0.68792,0.68799,47.0,4,0.0
2022-06-23 21:15:00,0.68798,0.68804,0.6879,0.68798,71.0,4,0.0
2022-06-23 21:16:00,0.68798,0.68816,0.68794,0.68814,42.0,4,0.0
2022-06-23 21:17:00,0.68814,0.68819,0.68803,0.68803,35.0,4,0.0
2022-06-23 21:18:00,0.68799,0.68799,0.68785,0.68795,43.0,4,0.0
2022-06-23 21:19:00,0.68795,0.68796,0.68784,0.68794,42.0,4,0.0
2022-06-23 21:20:00,0.68794,0.688,0.68776,0.68781,59.0,4,0.0
2022-06-23 21:21:00,0.68779,0.68786,0.68769,0.68786,57.0,4,0.0
2022-06-23 21:22:00,0.68785,0.68796,0.68783,0.68792,40.0,4,0.0
2022-06-23 21:23:00,0.68792,0.68802,0.68789,0.68802,64.0,4,0.0
2022-06-23 21:24:00,0.68803,0.68804,0.68789,0.68798,54.0,4,0.0
2022-06-23 21:25:00,0.68798,0.688,0.68784,0.68784,46.0,4,0.0
2022-06-23 21:26:00,0.68783,0.68799,0.68779,0.68798,45.0,4,0.0
2022-06-23 21:27:00,0.68798,0.68798,0.68788,0.68795,41.0,4,0.0
2022-06-23 21:28:00,0.68794,0.68796,0.68786,0.68787,53.0,4,0.0
2022-06-23 21:29:00,0.68787,0.6879,0.6878,0.68782,48.0,4,0.0
2022-06-23 21:30:00,0.68783,0.68806,0.6878,0.688,68.0,4,0.0
2022-06-23 21:31:00,0.68798,0.68822,0.68795,0.68816,81.0,4,0.0
2022-06-23 21:32:00,0.68816,0.68844,0.68816,0.68841,92.0,4,0.0
2022-06-23 21:33:00,0.68843,0.68856,0.68841,0.68856,62.0,4,0.0
2022-06-23 21:34:00,0.68856,0.68856,0.68845,0.6885,52.0,4,0.0
2022-06-23 21:35:00,0.68849,0.68861,0.68845,0.68859,41.0,4,0.0
2022-06-23 21:36:00,0.68859,0.68862,0.68847,0.68851,38.0,4,0.0
2022-06-23 21:37:00,0.6885,0.68865,0.68849,0.68865,39.0,4,0.0
2022-06-23 21:38:00,0.68864,0.68881,0.68863,0.68879,57.0,4,0.0
2022-06-23 21:39:00,0.6888,0.68892,0.68868,0.6889,81.0,4,0.0
2022-06-23 21:40:00,0.68889,0.68895,0.68885,0.68887,66.0,4,0.0
2022-06-23 21:41:00,0.68887,0.68892,0.68875,0.68878,63.0,4,0.0
2022-06-23 21:42:00,0.68877,0.68891,0.6887,0.68884,72.0,4,0.0
2022-06-23 21:43:00,0.68884,0.68895,0.6888,0.68882,60.0,4,0.0
2022-06-23 21:44:00,0.68882,0.68902,0.68882,0.68902,72.0,4,0.0
2022-06-23 21:45:00,0.68902,0.68908,0.68886,0.68886,50.0,4,0.0
2022-06-23 21:46:00,0.68887,0.6889,0.68879,0.68889,89.0,4,0.0
2022-06-23 21:47:00,0.68891,0.68892,0.68887,0.68887,41.0,4,0.0
2022-06-23 21:48:00,0.68887,0.68899,0.68887,0.68898,36.0,4,0.0
2022-06-23 21:49:00,0.68897,0.68897,0.68878,0.68883,52.0,4,0.0
2022-06-23 21:50:00,0.68882,0.68898,0.68882,0.68897,34.0,4,0.0
2022-06-23 21:51:00,0.68898,0.68899,0.68884,0.68884,45.0,4,0.0
2022-06-23 21:52:00,0.68884,0.68892,0.68882,0.68891,34.0,4,0.0
2022-06-23 21:53:00,0.68891,0.68902,0.68891,0.68898,48.0,4,0.0
2022-06-23 21:54:00,0.68898,0.68899,0.68891,0.68894,39.0,4,0.0
2022-06-23 21:55:00,0.68893,0.68894,0.68877,0.68883,52.0,4,0.0
2022-06-23 21:56:00,0.68884,0.68897,0.68884,0.68894,45.0,4,0.0
2022-06-23 21:57:00,0.68894,0.68911,0.68893,0.68906,40.0,4,0.0
2022-06-23 21:58:00,0.68906,0.68908,0.68895,0.68906,54.0,4,0.0
2022-06-23 21:59:00,0.68906,0.68911,0.68902,0.68903,72.0,4,0.0
2022-06-23 22:00:00,0.68904,0.68919,0.68904,0.6891,70.0,4,0.0
2022-06-23 22:01:00,0.6891,0.68917,0.68893,0.68917,79.0,4,0.0
2022-06-23 22:02:00,0.68917,0.68931,0.68917,0.68928,67.0,4,0.0
2022-06-23 22:03:00,0.68927,0.68942,0.68927,0.68935,70.0,4,0.0
2022-06-23 22:04:00,0.68935,0.68951,0.68934,0.68951,52.0,4,0.0
2022-06-23 22:05:00,0.6895,0.6895,0.6894,0.68944,49.0,4,0.0
2022-06-23 22:06:00,0.68946,0.6896,0.68941,0.68958,50.0,4,0.0
2022-06-23 22:07:00,0.68959,0.68968,0.68949,0.6895,50.0,4,0.0
2022-06-23 22:08:00,0.68948,0.68952,0.68943,0.68946,52.0,4,0.0
2022-06-23 22:09:00,0.68945,0.68948,0.68939,0.68946,49.0,4,0.0
2022-06-23 22:10:00,0.68948,0.68953,0.68945,0.68948,68.0,4,0.0
2022-06-23 22:11:00,0.68948,0.6895,0.6894,0.68947,39.0,4,0.0
2022-06-23 22:12:00,0.68947,0.6896,0.68946,0.68957,36.0,4,0.0
2022-06-23 22:13:00,0.68958,0.68964,0.68952,0.68952,62.0,4,0.0
2022-06-23 22:14:00,0.68951,0.68966,0.68951,0.68965,44.0,4,0.0
2022-06-23 22:15:00,0.68965,0.68966,0.68957,0.68962,36.0,4,0.0
2022-06-23 22:16:00,0.68962,0.68964,0.68948,0.68963,55.0,4,0.0
2022-06-23 22:17:00,0.68964,0.68965,0.68946,0.68948,51.0,4,0.0
2022-06-23 22:18:00,0.6895,0.68957,0.68949,0.68957,46.0,4,0.0
2022-06-23 22:19:00,0.68957,0.68971,0.68957,0.6897,48.0,4,0.0
2022-06-23 22:20:00,0.6897,0.68972,0.6896,0.68972,52.0,4,0.0
2022-06-23 22:21:00,0.68972,0.68972,0.68963,0.6897,34.0,4,0.0
2022-06-23 22:22:00,0.6897,0.68975,0.68965,0.68965,41.0,4,0.0
2022-06-23 22:23:00,0.68964,0.68969,0.68962,0.68966,44.0,4,0.0
2022-06-23 22:24:00,0.68967,0.68974,0.6896,0.6896,30.0,4,0.0
2022-06-23 22:25:00,0.6896,0.68969,0.68956,0.68966,43.0,4,0.0
2022-06-23 22:26:00,0.68966,0.68972,0.68966,0.68966,31.0,4,0.0
2022-06-23 22:27:00,0.68966,0.68972,0.68966,0.6897,29.0,4,0.0
2022-06-23 22:28:00,0.68971,0.68985,0.68971,0.68978,68.0,4,0.0
2022-06-23 22:29:00,0.68978,0.68984,0.68974,0.68976,38.0,4,0.0
2022-06-23 22:30:00,0.68976,0.68987,0.68971,0.68987,34.0,4,0.0
2022-06-23 22:31:00,0.68987,0.68997,0.68982,0.68993,49.0,4,0.0
2022-06-23 22:32:00,0.68993,0.68998,0.68991,0.68998,34.0,4,0.0
2022-06-23 22:33:00,0.68998,0.69004,0.68994,0.68999,42.0,4,0.0
2022-06-23 22:34:00,0.69,0.69021,0.68999,0.69019,61.0,4,0.0
2022-06-23 22:35:00,0.69018,0.69021,0.69009,0.69013,68.0,4,0.0
2022-06-23 22:36:00,0.69013,0.69014,0.68994,0.68995,40.0,4,0.0
2022-06-23 22:37:00,0.68996,0.69006,0.68994,0.69005,46.0,4,0.0
2022-06-23 22:38:00,0.69004,0.69009,0.68995,0.68995,34.0,4,0.0
2022-06-23 22:39:00,0.68995,0.69013,0.68995,0.69012,36.0,4,0.0
2022-06-23 22:40:00,0.69011,0.69026,0.69009,0.69024,52.0,4,0.0
2022-06-23 22:41:00,0.69024,0.69037,0.69021,0.69037,42.0,4,0.0
2022-06-23 22:42:00,0.69037,0.69045,0.69034,0.69034,54.0,4,0.0
2022-06-23 22:43:00,0.69034,0.69041,0.69021,0.6904,81.0,4,0.0
2022-06-23 22:44:00,0.69041,0.69046,0.69032,0.69032,70.0,4,0.0
2022-06-23 22:45:00,0.69031,0.6905,0.69031,0.69048,66.0,4,0.0
2022-06-23 22:46:00,0.69048,0.69056,0.69047,0.69054,49.0,4,0.0
2022-06-23 22:47:00,0.69054,0.69066,0.69051,0.69056,53.0,4,0.0
2022-06-23 22:48:00,0.69055,0.69055,0.69037,0.69054,58.0,4,0.0
2022-06-23 22:49:00,0.69056,0.69061,0.69046,0.69055,68.0,4,0.0
