,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,s_heikin_em_v1_sell,s_heikin_em_v1_sell_results,s_heikin_em_v1_sell_end,s_heikin_em_v1_sell_enter,s_heikin_em_v1_sell_stop,s_heikin_em_v1_buy,s_heikin_em_v1_buy_results,s_heikin_em_v1_buy_end,s_heikin_em_v1_buy_enter,s_heikin_em_v1_buy_stop
2022-04-21 09:37:00,1.24841,1.24843,1.24818,1.24822,48,0,0,1.24839,1.24822,1.24816,0.00023,0.00024,0.00015,1.24831,1.2484433739720635,1.2484433739720635,1.24818,1.0,sell break even,2022-04-21 09:53:00,1.24814,1.24876,,,,,
2022-04-21 09:59:00,1.24794,1.24805,1.24788,1.24789,73,0,0,1.24828,1.24811,1.248,0.00022,0.00023,0.00016,1.24794,1.2480376253302987,1.24805,1.24788,1.0,sell lose,2022-04-21 10:00:00,1.24784,1.2482,,,,,
2022-04-21 10:25:00,1.24739,1.24742,1.24706,1.24724,101,0,0,1.2483,1.24819,1.24818,0.00028,0.00026,0.00018,1.24728,1.247893749898339,1.247893749898339,1.24706,1.0,sell win_3,2022-04-21 10:58:00,1.247705,1.24839,,,,,
2022-04-22 15:43:00,1.26649,1.26683,1.26648,1.26682,76,0,0,1.26657,1.26694,1.26709,0.00034,0.00034,0.00023,1.26666,1.2663475816927483,1.26683,1.2663475816927483,,,,,,1.0,buy win_3,2022-04-22 15:51:00,1.26639,1.26592
2022-04-22 15:51:00,1.26741,1.26769,1.26732,1.26735,132,0,0,1.26658,1.26692,1.26701,0.00034,0.00032,0.00023,1.26744,1.2668115921159877,1.26769,1.2668115921159877,,,,,,1.0,buy break even,2022-04-22 16:01:00,1.2670249999999998,1.26633
2022-04-22 16:05:00,1.2676,1.26798,1.26757,1.2679,75,0,0,1.2667,1.26704,1.2672,0.00033,0.00032,0.00024,1.26776,1.2673003241938547,1.26798,1.2673003241938547,,,,,,1.0,buy win_3,2022-04-22 16:38:00,1.267445,1.26688
2022-04-22 18:34:00,1.27011,1.27038,1.27001,1.27016,148,0,0,1.26908,1.26976,1.27036,0.00036,0.00037,0.00033,1.27016,1.2699172190201655,1.27038,1.2699172190201655,,,,,,1.0,buy win_3,2022-04-22 18:42:00,1.26997,1.26953
2022-04-22 19:41:00,1.2714,1.27151,1.27133,1.27147,99,0,0,1.27038,1.27113,1.27167,0.00021,0.00021,0.0003,1.27143,1.271253666377994,1.27151,1.271253666377994,,,,,,1.0,buy break even,2022-04-22 20:18:00,1.2711649999999999,1.27079
2022-04-25 09:07:00,1.27357,1.2736,1.27355,1.27359,59,0,0,1.27329,1.27335,1.27338,0.00019,0.0002,0.00014,1.27358,1.273462418554431,1.2736,1.273462418554431,,,,,,1.0,buy break even,2022-04-25 09:17:00,1.27363,1.2732700000000001
2022-04-25 09:18:00,1.27421,1.27424,1.27402,1.27418,119,0,0,1.27333,1.2734,1.27348,0.00022,0.00019,0.00014,1.27416,1.2736704503996847,1.27424,1.2736704503996847,,,,,,1.0,buy win_3,2022-04-25 09:28:00,1.27381,1.27335
2022-04-25 10:27:00,1.27364,1.27407,1.27363,1.27405,132,0,0,1.27399,1.27423,1.27433,0.00037,0.00036,0.0002,1.27385,1.2735528145177772,1.27407,1.2735528145177772,,,,,,1.0,buy break even,2022-04-25 10:35:00,1.2736,1.2731000000000001
