,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,s_heikin_em_v1_buy,s_heikin_em_v1_buy_results,s_heikin_em_v1_buy_end,s_heikin_em_v1_buy_enter,s_heikin_em_v1_buy_stop,s_heikin_em_v1_sell,s_heikin_em_v1_sell_results,s_heikin_em_v1_sell_end,s_heikin_em_v1_sell_enter,s_heikin_em_v1_sell_stop
2022-05-09 10:41:00,131.178,131.197,131.178,131.193,132,0,0,131.09361,131.14252,131.18595,0.03345,0.03319,0.02402,131.1865,131.168412286705,131.197,131.168412286705,1.0,buy break even,2022-05-09 11:01:00,131.1645,131.12900000000002,,,,,
2022-05-10 12:23:00,130.221,130.232,130.208,130.213,99,0,0,130.25269,130.21189,130.17054,0.02622,0.02655,0.02778,130.2185,130.2296198705241,130.232,130.208,,,,,,1.0,sell lose,2022-05-10 12:30:00,130.205,130.25199999999998
2022-05-10 13:02:00,130.145,130.17,130.137,130.169,146,0,0,130.23391,130.20293,130.18618,0.03128,0.02883,0.02746,130.15525,130.18113716627312,130.18113716627312,130.137,,,,,,1.0,sell win_3,2022-05-10 13:20:00,130.183,130.232
2022-05-10 16:12:00,130.02,130.021,129.974,129.978,179,0,0,130.08193,130.05697,130.03698,0.03702,0.03566,0.02762,129.99825,130.05825340676358,130.05825340676358,129.974,,,,,,1.0,sell break even,2022-05-10 16:15:00,130.0335,130.09599999999998
2022-05-10 16:29:00,130.099,130.104,130.055,130.056,185,0,0,130.08345,130.06587,130.06519,0.03525,0.03564,0.02841,130.0785,130.10243000796055,130.104,130.055,,,,,,1.0,sell break even,2022-05-10 16:31:00,130.10000000000002,130.148
2022-05-11 09:01:00,130.358,130.359,130.328,130.328,116,0,0,130.35869,130.35137,130.34099,0.02022,0.0192,0.01536,130.34325,130.36226628404734,130.36226628404734,130.328,,,,,,1.0,sell win_3,2022-05-11 10:04:00,130.32500000000002,130.39299999999997
2022-05-11 13:23:00,129.85,129.855,129.846,129.849,109,0,0,129.90103,129.8297,129.8026,0.02661,0.02688,0.03082,129.85,129.87747175801806,129.87747175801806,129.846,,,,,,1.0,sell break even,2022-05-11 13:59:00,129.84300000000002,129.90699999999998
2022-05-11 14:04:00,129.833,129.833,129.817,129.823,80,0,0,129.86559,129.81308,129.80124,0.02012,0.02013,0.02908,129.8265,129.8431420314729,129.8431420314729,129.817,,,,,,1.0,sell break even,2022-05-11 14:21:00,129.81400000000002,129.862
2022-05-11 14:23:00,129.749,129.749,129.697,129.706,180,0,0,129.84818,129.79965,129.78123,0.02773,0.02431,0.02812,129.72525,129.78183700588613,129.78183700588613,129.697,,,,,,1.0,sell break even,2022-05-11 14:40:00,129.757,129.82
2022-05-11 14:48:00,129.745,129.753,129.743,129.751,77,0,0,129.81979,129.7723,129.74564,0.02915,0.0301,0.02774,129.748,129.76617830255887,129.76617830255887,129.743,,,,,,1.0,sell lose,2022-05-11 14:58:00,129.74,129.791
2022-05-12 15:31:00,128.542,128.552,128.453,128.488,232,0,0,128.68171,128.63279,128.6155,0.05143,0.04494,0.04233,128.50875,128.58585554422714,128.58585554422714,128.453,,,,,,1.0,sell win_3,2022-05-12 15:37:00,128.55700000000002,128.664
2022-05-12 17:15:00,128.124,128.125,128.097,128.107,252,0,0,128.23657,128.08361,127.9496,0.07712,0.07851,0.05753,128.11325,128.14771009442438,128.14771009442438,128.097,,,,,,1.0,sell break even,2022-05-12 17:17:00,128.175,128.25599999999997
2022-05-12 17:18:00,128.092,128.092,128.054,128.079,245,0,0,128.23287,128.08499,127.96779,0.07686,0.07817,0.05819,128.07925,128.13493251180304,128.13493251180304,128.054,,,,,,1.0,sell break even,2022-05-12 17:24:00,128.13850000000002,128.226
2022-05-12 17:29:00,128.131,128.141,128.106,128.126,207,0,0,128.22078,128.09056,128.02184,0.06344,0.06555,0.06007,128.126,128.15305087036708,128.15305087036708,128.106,,,,,,1.0,sell lose,2022-05-12 17:30:00,128.1505,128.19799999999998
2022-05-17 10:50:00,129.371,129.391,129.371,129.379,61,0,0,129.31995,129.32389,129.32555,0.02606,0.02613,0.021,129.378,129.3529186763909,129.391,129.3529186763909,1.0,buy win_3,2022-05-17 11:09:00,129.35199999999998,129.31,,,,,
2022-05-17 11:49:00,129.367,129.394,129.367,129.388,97,0,0,129.37267,129.39616,129.42208,0.02356,0.02374,0.02405,129.379,129.36244232475758,129.394,129.36244232475758,2.0,,1970-01-01 00:00:00,129.397,129.34300000000002,,,,,
2022-05-17 11:54:00,129.393,129.395,129.382,129.391,83,0,0,129.37273,129.39433,129.41342,0.02306,0.0235,0.02425,129.39025,129.36949819764868,129.395,129.36949819764868,2.0,,1970-01-01 00:00:00,129.398,129.34300000000002,,,,,
2022-05-17 11:55:00,129.39,129.395,129.382,129.39,102,0,0,129.3729,129.39426,129.4125,0.02234,0.02321,0.02428,129.38925,129.37987409882436,129.395,129.37987409882436,2.0,,1970-01-01 00:00:00,129.398,129.34300000000002,,,,,
2022-05-17 15:31:00,129.464,129.571,129.461,129.551,325,0,0,129.32392,129.32412,129.33964,0.03757,0.02815,0.02177,129.51175,129.3672309532127,129.571,129.3672309532127,1.0,buy break even,2022-05-17 15:46:00,129.4375,129.30100000000002,,,,,
2022-05-18 15:34:00,129.095,129.096,129.08,129.091,103,0,0,129.13671,129.1197,129.09312,0.0239,0.02446,0.01927,129.0905,129.10856538965731,129.10856538965731,129.08,,,,,,1.0,sell win_3,2022-05-18 15:41:00,129.07700000000003,129.134
2022-05-19 16:43:00,127.358,127.358,127.281,127.314,266,0,0,127.52396,127.39715,127.27835,0.07154,0.07138,0.04415,127.32775,127.3847038218454,127.3847038218454,127.281,,,,,,1.0,sell win_3,2022-05-19 16:51:00,127.35400000000001,127.43
2022-05-19 17:09:00,127.301,127.302,127.263,127.294,238,0,0,127.46219,127.3465,127.26788,0.06194,0.06527,0.04781,127.29,127.31765353970906,127.31765353970906,127.263,,,,,,1.0,sell lose,2022-05-19 17:11:00,127.313,127.366
2022-05-19 17:14:00,127.323,127.338,127.301,127.305,257,0,0,127.45586,127.34534,127.27947,0.05894,0.061,0.04851,127.31675,127.33256729811592,127.338,127.301,,,,,,1.0,sell break even,2022-05-19 17:17:00,127.3375,127.377
2022-05-19 17:23:00,127.285,127.311,127.27,127.272,235,0,0,127.44256,127.33906,127.28604,0.0549,0.05605,0.04956,127.2845,127.31654944784788,127.31654944784788,127.27,,,,,,1.0,sell win_3,2022-05-19 17:26:00,127.3155,127.364
2022-05-19 17:26:00,127.228,127.229,127.165,127.211,194,0,0,127.43611,127.33331,127.27903,0.05378,0.0545,0.04988,127.20825,127.25538118098098,127.25538118098098,127.165,,,,,,1.0,sell lose,2022-05-19 17:33:00,127.2535,127.345
2022-05-20 15:07:00,128.036,128.047,128.012,128.016,98,0,0,128.01977,128.01958,128.01371,0.02787,0.02779,0.02584,128.02775,128.0491996310882,128.0491996310882,128.012,,,,,,1.0,sell win_3,2022-05-20 15:10:00,128.04649999999998,128.08399999999997
2022-05-20 15:10:00,127.99,127.992,127.924,127.933,171,0,0,128.01853,128.01748,128.00955,0.03102,0.02846,0.02594,127.95975,128.01330620388603,128.01330620388603,127.924,,,,,,1.0,sell win_3,2022-05-20 15:29:00,127.98849999999999,128.05599999999998
2022-05-23 11:43:00,127.561,127.573,127.557,127.572,65,0,0,127.59965,127.596,127.5607,0.03066,0.03127,0.03313,127.56575,127.58103222762809,127.58103222762809,127.557,,,,,,1.0,sell lose,2022-05-23 11:50:00,127.554,127.614
2022-05-23 11:56:00,127.617,127.62,127.588,127.589,160,0,0,127.60054,127.59828,127.58029,0.02649,0.02646,0.03373,127.6035,127.6335950661899,127.6335950661899,127.588,,,,,,1.0,sell win_3,2022-05-23 12:04:00,127.626,127.667
2022-05-24 09:06:00,127.584,127.584,127.513,127.519,184,0,0,127.66971,127.63546,127.60871,0.03283,0.02936,0.02081,127.55,127.60590832453556,127.60590832453556,127.513,,,,,,1.0,sell lose,2022-05-24 09:16:00,127.576,127.642
2022-05-24 09:27:00,127.65,127.667,127.646,127.652,94,0,0,127.66254,127.63478,127.62504,0.02579,0.02602,0.02133,127.65375,127.67054686518112,127.67054686518112,127.646,,,,,,2.0,,1970-01-01 00:00:00,127.643,127.694
2022-05-24 10:01:00,127.595,127.597,127.553,127.567,263,0,0,127.65348,127.63186,127.62092,0.03455,0.03301,0.02261,127.578,127.61308542369125,127.61308542369125,127.553,,,,,,1.0,sell break even,2022-05-24 10:03:00,127.6005,127.651
2022-05-24 10:07:00,127.481,127.483,127.432,127.437,206,0,0,127.64659,127.62238,127.60207,0.04396,0.04033,0.02332,127.45825,127.55044664724518,127.55044664724518,127.432,,,,,,1.0,sell win_3,2022-05-24 10:56:00,127.53,127.631
