,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,s_heikin_em_v1_buy,s_heikin_em_v1_buy_results,s_heikin_em_v1_buy_end,s_heikin_em_v1_buy_enter,s_heikin_em_v1_buy_stop,s_heikin_em_v1_sell,s_heikin_em_v1_sell_results,s_heikin_em_v1_sell_end,s_heikin_em_v1_sell_enter,s_heikin_em_v1_sell_stop
2022-03-30 10:33:00,1.11208,1.1122,1.11202,1.11219,201,0,0,1.1115,1.11171,1.11199,0.00034,0.00035,0.00019,1.11212,1.1118860968497182,1.1122,1.1118860968497182,1.0,buy win_3,2022-03-30 10:37:00,1.111875,1.11152,,,,,
2022-03-30 11:08:00,1.1123,1.11258,1.11229,1.11244,117,0,0,1.11182,1.11209,1.11239,0.00035,0.00035,0.00022,1.1124,1.1121778376700178,1.11258,1.1121778376700178,1.0,buy break even,2022-03-30 11:25:00,1.112145,1.11168,,,,,
2022-03-30 11:28:00,1.11261,1.11276,1.11258,1.11269,86,0,0,1.11195,1.11223,1.11249,0.00032,0.00033,0.00024,1.11266,1.1124791840341928,1.11276,1.1124791840341928,1.0,buy lose,2022-03-30 11:30:00,1.11279,1.1121,,,,,
2022-03-30 11:33:00,1.1127,1.11284,1.11265,1.11274,95,0,0,1.11198,1.11224,1.11248,0.00034,0.00034,0.00025,1.11273,1.1123430995010684,1.11284,1.1123430995010684,1.0,buy win_3,2022-03-30 11:37:00,1.112415,1.11196,,,,,
2022-03-30 12:56:00,1.11466,1.11476,1.11461,1.11473,79,0,0,1.11366,1.11433,1.11491,0.0002,0.0002,0.00032,1.11469,1.1145627959700497,1.11476,1.1145627959700497,1.0,buy lose,2022-03-30 13:00:00,1.11479,1.1143,,,,,
2022-03-30 14:41:00,1.11419,1.11455,1.11418,1.11455,99,0,0,1.11339,1.11349,1.11362,0.00025,0.00023,0.0003,1.11437,1.114014781723858,1.11455,1.114014781723858,1.0,buy break even,2022-03-30 14:55:00,1.114015,1.11345,,,,,
2022-03-31 17:01:00,1.10884,1.10909,1.1088,1.10884,230,0,0,1.10989,1.10937,1.10899,0.00042,0.00042,0.0003,1.10889,1.1091377442000874,1.1091377442000874,1.1088,,,,,,1.0,sell win_3,2022-03-31 17:07:00,1.10917,1.10957
2022-03-31 17:26:00,1.10852,1.10872,1.10825,1.10827,146,0,0,1.10958,1.10906,1.10868,0.00038,0.00038,0.00031,1.10844,1.1087701363309546,1.1087701363309546,1.10825,,,,,,1.0,sell win_3,2022-03-31 17:39:00,1.10867,1.1091199999999999
2022-04-01 10:04:00,1.10689,1.10701,1.10635,1.1064,152,0,0,1.10644,1.10633,1.10625,0.00038,0.00036,0.00014,1.10666,1.1071280664555063,1.1071280664555063,1.10635,,,,,,1.0,sell win_3,2022-04-01 10:24:00,1.106945,1.10757
2022-04-01 10:24:00,1.10563,1.10565,1.10478,1.10478,180,0,0,1.10636,1.10624,1.1061,0.0004,0.00036,0.00017,1.10521,1.1059684267120995,1.1059684267120995,1.10478,,,,,,1.0,sell break even,2022-04-01 10:47:00,1.1056650000000001,1.10658
2022-04-01 10:56:00,1.10601,1.10601,1.10546,1.1055,111,0,0,1.10611,1.10592,1.10572,0.00035,0.00034,0.00021,1.10574,1.106231234724414,1.106231234724414,1.10546,,,,,,1.0,sell break even,2022-04-01 11:06:00,1.1059800000000002,1.10653
2022-04-01 15:32:00,1.10424,1.10445,1.10408,1.10412,166,0,0,1.10543,1.10527,1.10502,0.00035,0.00027,0.00023,1.10422,1.1047609490905963,1.1047609490905963,1.10408,,,,,,1.0,sell break even,2022-04-01 15:34:00,1.1047500000000001,1.10545
2022-04-01 15:46:00,1.10526,1.10529,1.10508,1.10512,119,0,0,1.10539,1.10524,1.10507,0.00035,0.00037,0.00023,1.10519,1.1053390686614435,1.1053390686614435,1.10508,,,,,,1.0,sell lose,2022-04-01 15:49:00,1.10505,1.10563
2022-04-01 15:53:00,1.10541,1.10557,1.10509,1.1051,114,0,0,1.1054,1.10526,1.10516,0.00035,0.00035,0.00023,1.10529,1.1056130395989174,1.1056130395989174,1.10509,,,,,,1.0,sell win_3,2022-04-01 15:59:00,1.1055199999999998,1.10598
2022-04-01 16:14:00,1.10491,1.10491,1.10474,1.10483,51,0,0,1.10529,1.10513,1.10499,0.00028,0.00029,0.00023,1.10485,1.1050054641452025,1.1050054641452025,1.10474,,,,,,1.0,sell break even,2022-04-01 17:01:00,1.10471,1.10517
2022-04-01 17:04:00,1.10451,1.1046,1.10431,1.10443,165,0,0,1.10493,1.1047,1.10448,0.00027,0.00025,0.00024,1.10446,1.104714975322452,1.104714975322452,1.10431,,,,,,1.0,sell break even,2022-04-01 17:13:00,1.104655,1.10503
2022-04-01 17:18:00,1.10454,1.10454,1.10439,1.1045,67,0,0,1.10487,1.10466,1.10449,0.00024,0.00024,0.00024,1.10449,1.1046343222030837,1.1046343222030837,1.10439,,,,,,1.0,sell win_3,2022-04-01 17:40:00,1.10436,1.10492
2022-04-04 09:51:00,1.10441,1.10441,1.1041,1.10411,58,0,0,1.10468,1.1046,1.10446,0.00017,0.00016,0.00011,1.10426,1.1044884480602382,1.1044884480602382,1.1041,,,,,,1.0,sell win_3,2022-04-04 11:01:00,1.10407,1.10465
2022-04-04 11:31:00,1.10346,1.10353,1.10339,1.10351,109,0,0,1.1038,1.10349,1.10322,0.00025,0.00026,0.00019,1.10347,1.1036320432742548,1.1036320432742548,1.10339,,,,,,1.0,sell lose,2022-04-04 11:33:00,1.1033600000000001,1.10382
2022-04-04 11:40:00,1.10342,1.10342,1.10325,1.10332,53,0,0,1.10379,1.10351,1.10334,0.00024,0.00024,0.0002,1.10335,1.10365926180327,1.10365926180327,1.10325,,,,,,1.0,sell win_3,2022-04-04 12:44:00,1.10322,1.10384
2022-04-04 15:13:00,1.10053,1.10062,1.10049,1.10061,52,0,0,1.10109,1.10061,1.10035,0.00022,0.00023,0.00018,1.10056,1.1006493279147462,1.1006493279147462,1.10049,,,,,,1.0,sell lose,2022-04-04 15:19:00,1.10046,1.10086
2022-04-04 15:22:00,1.10066,1.10071,1.10048,1.10049,93,0,0,1.10105,1.10061,1.10042,0.00022,0.00022,0.00018,1.10058,1.1007149791560835,1.1007149791560835,1.10048,,,,,,1.0,sell break even,2022-04-04 15:47:00,1.10045,1.10093
2022-04-04 15:47:00,1.10045,1.10046,1.09976,1.09996,138,0,0,1.10094,1.1006,1.10052,0.00021,0.00018,0.00018,1.10016,1.1006179680930073,1.1006179680930073,1.09976,,,,,,1.0,sell break even,2022-04-04 15:56:00,1.1003,1.10087
2022-04-04 17:29:00,1.09817,1.09834,1.09817,1.09827,91,0,0,1.09972,1.09924,1.09882,0.00024,0.00024,0.00021,1.09824,1.098660318846675,1.098660318846675,1.09817,,,,,,1.0,sell break even,2022-04-04 17:50:00,1.098705,1.09927
2022-04-05 08:17:00,1.09653,1.09654,1.09643,1.09648,32,0,0,1.09681,1.09669,1.09654,0.00013,0.00013,0.0001,1.0965,1.0965798792701915,1.0965798792701915,1.09643,,,,,,2.0,,1970-01-01 00:00:00,1.0964,1.09676
2022-04-05 15:06:00,1.09691,1.09691,1.0968,1.0968,57,0,0,1.09714,1.09703,1.09692,0.00021,0.00021,0.0002,1.09686,1.096932037170523,1.096932037170523,1.0968,,,,,,1.0,sell win_3,2022-04-05 15:37:00,1.09677,1.09721
2022-04-05 17:14:00,1.09561,1.09564,1.09503,1.09518,247,0,0,1.09673,1.09665,1.09662,0.00036,0.00032,0.00021,1.09537,1.0961795896980686,1.0961795896980686,1.09503,,,,,,1.0,sell win_3,2022-04-05 17:24:00,1.095895,1.09679
2022-04-06 08:39:00,1.08969,1.08972,1.08963,1.08963,14,0,0,1.08972,1.08969,1.08968,0.0001,0.0001,0.0001,1.08967,1.0897476409870404,1.0897476409870404,1.08963,,,,,,1.0,sell win_3,2022-04-06 08:58:00,1.0896000000000001,1.08982
2022-04-06 17:36:00,1.09163,1.09167,1.09138,1.09145,166,0,0,1.09185,1.09184,1.0915,0.00024,0.00022,0.00024,1.09153,1.0916930790768429,1.0916930790768429,1.09138,,,,,,1.0,sell break even,2022-04-06 17:40:00,1.09176,1.09217
2022-04-06 17:48:00,1.09163,1.09181,1.09154,1.09167,155,0,0,1.09184,1.09182,1.09159,0.00026,0.00026,0.00024,1.09166,1.0918458796579775,1.0918458796579775,1.09154,,,,,,2.0,,1970-01-01 00:00:00,1.09151,1.0921399999999999
2022-04-06 17:53:00,1.09169,1.09181,1.09158,1.09168,100,0,0,1.09184,1.09182,1.09163,0.00027,0.00026,0.00024,1.09169,1.0918401837393117,1.0918401837393117,1.09158,,,,,,1.0,sell lose,2022-04-06 17:55:00,1.09155,1.09208
2022-04-06 18:05:00,1.09173,1.09193,1.09168,1.09168,109,0,0,1.09185,1.09184,1.09174,0.00028,0.00028,0.00024,1.09176,1.0919355395956396,1.0919355395956396,1.09168,,,,,,1.0,sell win_3,2022-04-06 20:59:00,1.09165,1.09229
2022-04-08 10:17:00,1.08539,1.08544,1.08512,1.08512,147,0,0,1.08616,1.08613,1.08598,0.00024,0.00023,0.00013,1.08527,1.0855637424345423,1.0855637424345423,1.08512,,,,,,1.0,sell break even,2022-04-08 10:21:00,1.08563,1.08617
2022-04-08 15:47:00,1.0863,1.08635,1.0862,1.08624,128,0,0,1.08671,1.08655,1.08628,0.00017,0.00017,0.0002,1.08627,1.0864026505747508,1.0864026505747508,1.0862,,,,,,1.0,sell win_3,2022-04-08 15:58:00,1.08617,1.08662
2022-04-11 12:15:00,1.09061,1.09068,1.09058,1.09065,42,0,0,1.08999,1.09042,1.09071,0.00017,0.00017,0.00024,1.09063,1.0905667415295337,1.09068,1.0905667415295337,1.0,buy win_3,2022-04-11 12:29:00,1.09071,1.09036,,,,,
2022-04-11 16:01:00,1.09047,1.09051,1.09045,1.09045,29,0,0,1.09048,1.09033,1.09018,0.00016,0.00017,0.00019,1.09047,1.0905214887785268,1.0905214887785268,1.09045,,,,,,1.0,sell break even,2022-04-11 16:08:00,1.09042,1.09066
2022-04-11 16:11:00,1.09015,1.09015,1.08981,1.08986,75,0,0,1.09045,1.0903,1.09016,0.00022,0.00021,0.00019,1.08999,1.0902355385632605,1.0902355385632605,1.08981,,,,,,1.0,sell win_3,2022-04-11 16:24:00,1.090135,1.09049
2022-04-11 17:13:00,1.08886,1.08902,1.08883,1.08893,115,0,0,1.0897,1.08932,1.08887,0.00028,0.00028,0.00022,1.08891,1.0890147413681637,1.08902,1.08883,,,,,,1.0,sell lose,2022-04-11 17:48:00,1.0888,1.08939
2022-04-12 11:30:00,1.08645,1.08646,1.08626,1.08641,58,0,0,1.08677,1.08662,1.08659,0.00023,0.00023,0.0002,1.0864,1.0865993061558148,1.0865993061558148,1.08626,,,,,,1.0,sell break even,2022-04-12 11:54:00,1.08623,1.08689
