,open,high,low,close,tick_volume,real_volume,spread,ema_200,ema_117,ema_50,atr,atr_sma_5,atr_sma_200,heikin_close,heikin_open,heikin_high,heikin_low,s_heikin_em_v1_buy,s_heikin_em_v1_buy_results,s_heikin_em_v1_buy_end,s_heikin_em_v1_buy_enter,s_heikin_em_v1_buy_stop,s_heikin_em_v1_sell,s_heikin_em_v1_sell_results,s_heikin_em_v1_sell_end,s_heikin_em_v1_sell_enter,s_heikin_em_v1_sell_stop
2022-03-25 14:54:00,1.10129,1.10129,1.10092,1.10099,62,0,0,1.10123,1.10117,1.1011,0.00019,0.00019,0.00017,1.10112,1.1013563425514028,1.1013563425514028,1.10092,,,,,,1.0,sell win_3,2022-03-25 15:21:00,1.10089,1.10152
2022-03-25 16:37:00,1.10198,1.10206,1.10185,1.10203,133,0,0,1.10111,1.10112,1.10123,0.00025,0.00025,0.00025,1.10198,1.1015973448641962,1.10206,1.1015973448641962,1.0,buy break even,2022-03-25 16:45:00,1.101585,1.10108,,,,,
2022-03-25 16:51:00,1.10151,1.10186,1.10145,1.10173,125,0,0,1.10119,1.10125,1.10144,0.00027,0.00026,0.00026,1.10164,1.1014057188320838,1.10186,1.1014057188320838,1.0,buy lose,2022-03-25 17:10:00,1.10189,1.10121,,,,,
2022-03-25 17:51:00,1.1005,1.10055,1.0996,1.09967,171,0,0,1.10102,1.10094,1.10069,0.00031,0.00026,0.00029,1.10008,1.1005945491289284,1.1005945491289284,1.0996,,,,,,1.0,sell win_3,2022-03-25 17:57:00,1.10028,1.10099
2022-03-28 10:56:00,1.095,1.09504,1.09481,1.09489,175,0,0,1.09548,1.09546,1.09544,0.00026,0.00025,0.00017,1.09494,1.0953235393037364,1.0953235393037364,1.09481,,,,,,1.0,sell break even,2022-03-28 11:10:00,1.095195,1.09561
2022-03-29 10:55:00,1.10037,1.10055,1.10035,1.10055,93,0,0,1.09977,1.10011,1.10053,0.00025,0.00026,0.00019,1.10046,1.1002250820698745,1.10055,1.1002250820698745,2.0,,1970-01-01 00:00:00,1.10058,1.09994,,,,,
2022-03-29 10:56:00,1.10055,1.10056,1.10037,1.10046,111,0,0,1.09977,1.10012,1.10053,0.00025,0.00026,0.00019,1.10048,1.1003425410349372,1.10056,1.1003425410349372,2.0,,1970-01-01 00:00:00,1.10059,1.09994,,,,,
2022-03-29 14:24:00,1.10423,1.10428,1.10416,1.10423,74,0,0,1.10307,1.10397,1.1046,0.00028,0.00029,0.00033,1.10422,1.1041040185456747,1.10428,1.1041040185456747,2.0,,1970-01-01 00:00:00,1.10431,1.10383,,,,,
2022-03-29 14:28:00,1.10409,1.10416,1.10399,1.10414,96,0,0,1.10311,1.10397,1.10452,0.00027,0.00028,0.00033,1.1041,1.1040352511591047,1.10416,1.10399,1.0,buy lose,2022-03-29 14:31:00,1.10419,1.10383,,,,,
2022-03-29 14:40:00,1.10361,1.10379,1.10361,1.10371,138,0,0,1.10317,1.10391,1.10417,0.00029,0.00029,0.00033,1.10368,1.1034857556765525,1.10379,1.1034857556765525,1.0,buy break even,2022-03-29 14:41:00,1.10382,1.10315,,,,,
2022-03-29 14:42:00,1.10549,1.10615,1.10513,1.10582,356,0,0,1.10322,1.10396,1.10429,0.00046,0.00035,0.00033,1.10565,1.104111438919138,1.10615,1.104111438919138,1.0,buy win_3,2022-03-29 14:47:00,1.10468,1.10318,,,,,
2022-03-30 10:00:00,1.11121,1.11255,1.11121,1.11231,230,0,0,1.11118,1.11126,1.11127,0.00034,0.00027,0.00015,1.11182,1.110956243298707,1.11255,1.110956243298707,1.0,buy break even,2022-03-30 10:31:00,1.111555,1.11053,,,,,
